Jornada,Fecha,Horario,Local,Resultado,Visitante
22,Dom 18-01-2026,--:--,Albacete BP,VS,Cádiz CF
22,Dom 18-01-2026,--:--,Burgos CF,VS,SD Huesca
22,Dom 18-01-2026,--:--,CD Castellón,VS,CD Leganés
22,Dom 18-01-2026,--:--,AD Ceuta FC,VS,Real Valladolid CF
22,Dom 18-01-2026,--:--,Córdoba CF,VS,Málaga CF
22,Dom 18-01-2026,--:--,Cultural y Deportiva Leonesa,VS,Real Sporting
22,Dom 18-01-2026,--:--,UD Almería,VS,RC Deportivo
22,Dom 18-01-2026,--:--,Granada CF,VS,SD Eibar
22,Dom 18-01-2026,--:--,R. Racing Club,VS,UD Las Palmas
22,Dom 18-01-2026,--:--,CD Mirandés,VS,FC Andorra
22,Dom 18-01-2026,--:--,Real Zaragoza,VS,R. Sociedad B
