Jornada,Fecha,Horario,Local,Resultado,Visitante
37,Dom 26-04-2026,--:--,Albacete BP,VS,SD Eibar
37,Dom 26-04-2026,--:--,Burgos CF,VS,RC Deportivo
37,Dom 26-04-2026,--:--,Cádiz CF,VS,UD Las Palmas
37,Dom 26-04-2026,--:--,AD Ceuta FC,VS,R. Racing Club
37,Dom 26-04-2026,--:--,Córdoba CF,VS,Real Sporting
37,Dom 26-04-2026,--:--,SD Huesca,VS,Real Zaragoza
37,Dom 26-04-2026,--:--,Málaga CF,VS,CD Castellón
37,Dom 26-04-2026,--:--,CD Mirandés,VS,Cultural y Deportiva Leonesa
37,Dom 26-04-2026,--:--,Granada CF,VS,UD Almería
37,Dom 26-04-2026,--:--,CD Leganés,VS,FC Andorra
37,Dom 26-04-2026,--:--,Real Valladolid CF,VS,R. Sociedad B
