Jornada,Fecha,Horario,Local,Resultado,Visitante
16,Dom 30-11-2025,--:--,Albacete BP,VS,RC Deportivo
16,Dom 30-11-2025,--:--,CD Castellón,VS,UD Las Palmas
16,Dom 30-11-2025,--:--,UD Almería,VS,SD Huesca
16,Dom 30-11-2025,--:--,CD Mirandés,VS,R. Sociedad B
16,Dom 30-11-2025,--:--,AD Ceuta FC,VS,Burgos CF
16,Dom 30-11-2025,--:--,Córdoba CF,VS,Cádiz CF
16,Dom 30-11-2025,--:--,R. Racing Club,VS,SD Eibar
16,Dom 30-11-2025,--:--,Cultural y Deportiva Leonesa,VS,Granada CF
16,Dom 30-11-2025,--:--,Real Zaragoza,VS,CD Leganés
16,Dom 30-11-2025,--:--,Real Valladolid CF,VS,Málaga CF
16,Dom 30-11-2025,--:--,Real Sporting,VS,FC Andorra
