Jornada,Fecha,Horario,Local,Resultado,Visitante
30,Dom 15-03-2026,--:--,Albacete BP,VS,UD Las Palmas
30,Dom 15-03-2026,--:--,AD Ceuta FC,VS,RC Deportivo
30,Dom 15-03-2026,--:--,Córdoba CF,VS,R. Sociedad B
30,Dom 15-03-2026,--:--,Cultural y Deportiva Leonesa,VS,R. Racing Club
30,Dom 15-03-2026,--:--,SD Eibar,VS,Burgos CF
30,Dom 15-03-2026,--:--,CD Mirandés,VS,Cádiz CF
30,Dom 15-03-2026,--:--,Real Sporting,VS,CD Castellón
30,Dom 15-03-2026,--:--,Málaga CF,VS,SD Huesca
30,Dom 15-03-2026,--:--,Real Valladolid CF,VS,CD Leganés
30,Dom 15-03-2026,--:--,Real Zaragoza,VS,UD Almería
30,Dom 15-03-2026,--:--,Granada CF,VS,FC Andorra
