Jornada,Fecha,Horario,Local,Resultado,Visitante
3,Vie 29-08-2025,19:30,R. Sociedad B,VS,UD Almería
3,Vie 29-08-2025,21:30,Real Sporting,VS,Cultural y Deportiva Leonesa
3,Sáb 30-08-2025,17:00,R. Racing Club,VS,AD Ceuta FC
3,Sáb 30-08-2025,19:00,Real Valladolid CF,VS,Córdoba CF
3,Sáb 30-08-2025,21:30,CD Castellón,VS,Real Zaragoza
3,Dom 31-08-2025,17:00,FC Andorra,VS,Burgos CF
3,Dom 31-08-2025,17:00,Cádiz CF,VS,Albacete BP
3,Dom 31-08-2025,19:30,UD Las Palmas,VS,Málaga CF
3,Dom 31-08-2025,21:30,Granada CF,VS,CD Mirandés
3,Lun 01-09-2025,19:30,SD Huesca,VS,SD Eibar
3,Lun 01-09-2025,21:30,CD Leganés,VS,RC Deportivo
