Jornada,Fecha,Horario,Local,Resultado,Visitante
7,Dom 28-09-2025,--:--,Burgos CF,VS,Málaga CF
7,Dom 28-09-2025,--:--,Cádiz CF,VS,AD Ceuta FC
7,Dom 28-09-2025,--:--,CD Mirandés,VS,Real Zaragoza
7,Dom 28-09-2025,--:--,Real Sporting,VS,Albacete BP
7,Dom 28-09-2025,--:--,CD Leganés,VS,CD Castellón
7,Dom 28-09-2025,--:--,R. Sociedad B,VS,Córdoba CF
7,Dom 28-09-2025,--:--,SD Eibar,VS,RC Deportivo
7,Dom 28-09-2025,--:--,SD Huesca,VS,Granada CF
7,Dom 28-09-2025,--:--,Real Valladolid CF,VS,Cultural y Deportiva Leonesa
7,Dom 28-09-2025,--:--,UD Las Palmas,VS,UD Almería
7,Dom 28-09-2025,--:--,R. Racing Club,VS,FC Andorra
