Jornada,Fecha,Horario,Local,Resultado,Visitante
6,Dom 21-09-2025,--:--,Albacete BP,VS,Real Valladolid CF
6,Dom 21-09-2025,--:--,Burgos CF,VS,Granada CF
6,Dom 21-09-2025,--:--,AD Ceuta FC,VS,Real Zaragoza
6,Dom 21-09-2025,--:--,Córdoba CF,VS,R. Racing Club
6,Dom 21-09-2025,--:--,RC Deportivo,VS,SD Huesca
6,Dom 21-09-2025,--:--,SD Eibar,VS,R. Sociedad B
6,Dom 21-09-2025,--:--,CD Leganés,VS,UD Las Palmas
6,Dom 21-09-2025,--:--,UD Almería,VS,Real Sporting
6,Dom 21-09-2025,--:--,FC Andorra,VS,CD Mirandés
6,Dom 21-09-2025,--:--,Málaga CF,VS,Cádiz CF
6,Dom 21-09-2025,--:--,Cultural y Deportiva Leonesa,VS,CD Castellón
