Jornada,Fecha,Horario,Local,Resultado,Visitante
13,Dom 09-11-2025,--:--,Burgos CF,VS,CD Castellón
13,Dom 09-11-2025,--:--,Cádiz CF,VS,Real Valladolid CF
13,Dom 09-11-2025,--:--,RC Deportivo,VS,Cultural y Deportiva Leonesa
13,Dom 09-11-2025,--:--,Granada CF,VS,Real Zaragoza
13,Dom 09-11-2025,--:--,UD Las Palmas,VS,R. Racing Club
13,Dom 09-11-2025,--:--,CD Mirandés,VS,Real Sporting
13,Dom 09-11-2025,--:--,SD Eibar,VS,Albacete BP
13,Dom 09-11-2025,--:--,Málaga CF,VS,Córdoba CF
13,Dom 09-11-2025,--:--,R. Sociedad B,VS,CD Leganés
13,Dom 09-11-2025,--:--,AD Ceuta FC,VS,UD Almería
13,Dom 09-11-2025,--:--,SD Huesca,VS,FC Andorra
