Jornada,Fecha,Horario,Local,Resultado,Visitante
36,Dom 19-04-2026,--:--,Albacete BP,VS,Granada CF
36,Dom 19-04-2026,--:--,RC Deportivo,VS,CD Mirandés
36,Dom 19-04-2026,--:--,SD Eibar,VS,SD Huesca
36,Dom 19-04-2026,--:--,UD Almería,VS,Málaga CF
36,Dom 19-04-2026,--:--,FC Andorra,VS,Real Valladolid CF
36,Dom 19-04-2026,--:--,CD Castellón,VS,Burgos CF
36,Dom 19-04-2026,--:--,Real Sporting,VS,Cádiz CF
36,Dom 19-04-2026,--:--,Real Zaragoza,VS,AD Ceuta FC
36,Dom 19-04-2026,--:--,Cultural y Deportiva Leonesa,VS,Córdoba CF
36,Dom 19-04-2026,--:--,UD Las Palmas,VS,CD Leganés
36,Dom 19-04-2026,--:--,R. Sociedad B,VS,R. Racing Club
