Jornada,Fecha,Horario,Local,Resultado,Visitante
20,Dom 04-01-2026,--:--,Albacete BP,VS,CD Leganés
20,Dom 04-01-2026,--:--,CD Castellón,VS,SD Huesca
20,Dom 04-01-2026,--:--,SD Eibar,VS,CD Mirandés
20,Dom 04-01-2026,--:--,Cultural y Deportiva Leonesa,VS,R. Sociedad B
20,Dom 04-01-2026,--:--,UD Almería,VS,Granada CF
20,Dom 04-01-2026,--:--,Córdoba CF,VS,Burgos CF
20,Dom 04-01-2026,--:--,RC Deportivo,VS,Cádiz CF
20,Dom 04-01-2026,--:--,Real Zaragoza,VS,UD Las Palmas
20,Dom 04-01-2026,--:--,Real Sporting,VS,Málaga CF
20,Dom 04-01-2026,--:--,Real Valladolid CF,VS,R. Racing Club
20,Dom 04-01-2026,--:--,AD Ceuta FC,VS,FC Andorra
