Jornada,Fecha,Horario,Local,Resultado,Visitante
33,Mié 01-04-2026,--:--,Burgos CF,VS,AD Ceuta FC
33,Mié 01-04-2026,--:--,SD Huesca,VS,Cultural y Deportiva Leonesa
33,Mié 01-04-2026,--:--,CD Leganés,VS,Real Zaragoza
33,Mié 01-04-2026,--:--,R. Racing Club,VS,Real Sporting
33,Mié 01-04-2026,--:--,FC Andorra,VS,Málaga CF
33,Mié 01-04-2026,--:--,CD Mirandés,VS,Albacete BP
33,Mié 01-04-2026,--:--,Real Valladolid CF,VS,Cádiz CF
33,Mié 01-04-2026,--:--,RC Deportivo,VS,Córdoba CF
33,Mié 01-04-2026,--:--,R. Sociedad B,VS,SD Eibar
33,Mié 01-04-2026,--:--,UD Las Palmas,VS,Granada CF
33,Mié 01-04-2026,--:--,CD Castellón,VS,UD Almería
