Jornada,Fecha,Horario,Local,Resultado,Visitante
25,Dom 08-02-2026,--:--,AD Ceuta FC,VS,Córdoba CF
25,Dom 08-02-2026,--:--,FC Andorra,VS,R. Sociedad B
25,Dom 08-02-2026,--:--,RC Deportivo,VS,Albacete BP
25,Dom 08-02-2026,--:--,UD Las Palmas,VS,Burgos CF
25,Dom 08-02-2026,--:--,Real Valladolid CF,VS,CD Castellón
25,Dom 08-02-2026,--:--,Real Zaragoza,VS,SD Eibar
25,Dom 08-02-2026,--:--,CD Leganés,VS,Granada CF
25,Dom 08-02-2026,--:--,Real Sporting,VS,SD Huesca
25,Dom 08-02-2026,--:--,Málaga CF,VS,Cultural y Deportiva Leonesa
25,Dom 08-02-2026,--:--,Cádiz CF,VS,UD Almería
25,Dom 08-02-2026,--:--,R. Racing Club,VS,CD Mirandés
