Jornada,Fecha,Horario,Local,Resultado,Visitante
32,Dom 29-03-2026,--:--,Albacete BP,VS,CD Castellón
32,Dom 29-03-2026,--:--,Córdoba CF,VS,CD Mirandés
32,Dom 29-03-2026,--:--,SD Eibar,VS,UD Las Palmas
32,Dom 29-03-2026,--:--,Granada CF,VS,SD Huesca
32,Dom 29-03-2026,--:--,UD Almería,VS,R. Sociedad B
32,Dom 29-03-2026,--:--,Real Valladolid CF,VS,Burgos CF
32,Dom 29-03-2026,--:--,AD Ceuta FC,VS,Cádiz CF
32,Dom 29-03-2026,--:--,Real Sporting,VS,RC Deportivo
32,Dom 29-03-2026,--:--,Málaga CF,VS,CD Leganés
32,Dom 29-03-2026,--:--,Real Zaragoza,VS,R. Racing Club
32,Dom 29-03-2026,--:--,Cultural y Deportiva Leonesa,VS,FC Andorra
