Jornada,Fecha,Horario,Local,Resultado,Visitante
34,Dom 05-04-2026,--:--,Albacete BP,VS,Burgos CF
34,Dom 05-04-2026,--:--,Cádiz CF,VS,Córdoba CF
34,Dom 05-04-2026,--:--,CD Castellón,VS,Granada CF
34,Dom 05-04-2026,--:--,RC Deportivo,VS,Málaga CF
34,Dom 05-04-2026,--:--,Cultural y Deportiva Leonesa,VS,Real Valladolid CF
34,Dom 05-04-2026,--:--,UD Almería,VS,CD Leganés
34,Dom 05-04-2026,--:--,FC Andorra,VS,R. Racing Club
34,Dom 05-04-2026,--:--,SD Eibar,VS,AD Ceuta FC
34,Dom 05-04-2026,--:--,UD Las Palmas,VS,SD Huesca
34,Dom 05-04-2026,--:--,Real Zaragoza,VS,CD Mirandés
34,Dom 05-04-2026,--:--,Real Sporting,VS,R. Sociedad B
