Jornada,Fecha,Horario,Local,Resultado,Visitante
9,Dom 12-10-2025,--:--,Albacete BP,VS,AD Ceuta FC
9,Dom 12-10-2025,--:--,Burgos CF,VS,Real Valladolid CF
9,Dom 12-10-2025,--:--,Cádiz CF,VS,SD Huesca
9,Dom 12-10-2025,--:--,Córdoba CF,VS,Cultural y Deportiva Leonesa
9,Dom 12-10-2025,--:--,Granada CF,VS,UD Las Palmas
9,Dom 12-10-2025,--:--,UD Almería,VS,Real Zaragoza
9,Dom 12-10-2025,--:--,SD Eibar,VS,CD Castellón
9,Dom 12-10-2025,--:--,Málaga CF,VS,RC Deportivo
9,Dom 12-10-2025,--:--,CD Mirandés,VS,CD Leganés
9,Dom 12-10-2025,--:--,Real Sporting,VS,R. Racing Club
9,Dom 12-10-2025,--:--,R. Sociedad B,VS,FC Andorra
