Jornada,Fecha,Horario,Local,Resultado,Visitante
12,Dom 02-11-2025,--:--,Albacete BP,VS,SD Huesca
12,Dom 02-11-2025,--:--,CD Castellón,VS,Málaga CF
12,Dom 02-11-2025,--:--,Cultural y Deportiva Leonesa,VS,CD Mirandés
12,Dom 02-11-2025,--:--,R. Racing Club,VS,R. Sociedad B
12,Dom 02-11-2025,--:--,UD Almería,VS,SD Eibar
12,Dom 02-11-2025,--:--,FC Andorra,VS,Cádiz CF
12,Dom 02-11-2025,--:--,CD Leganés,VS,Burgos CF
12,Dom 02-11-2025,--:--,Córdoba CF,VS,AD Ceuta FC
12,Dom 02-11-2025,--:--,Real Zaragoza,VS,RC Deportivo
12,Dom 02-11-2025,--:--,Real Valladolid CF,VS,Granada CF
12,Dom 02-11-2025,--:--,Real Sporting,VS,UD Las Palmas
