Jornada,Fecha,Horario,Local,Resultado,Visitante
5,Vie 12-09-2025,20:30,UD Las Palmas,VS,R. Sociedad B
5,Sáb 13-09-2025,16:15,Cádiz CF,VS,SD Eibar
5,Sáb 13-09-2025,16:15,CD Mirandés,VS,RC Deportivo
5,Sáb 13-09-2025,18:30,SD Huesca,VS,Málaga CF
5,Sáb 13-09-2025,21:00,Real Valladolid CF,VS,UD Almería
5,Dom 14-09-2025,14:00,FC Andorra,VS,Córdoba CF
5,Dom 14-09-2025,16:15,R. Racing Club,VS,Cultural y Deportiva Leonesa
5,Dom 14-09-2025,18:30,CD Castellón,VS,AD Ceuta FC
5,Dom 14-09-2025,18:30,Real Sporting,VS,Burgos CF
5,Dom 14-09-2025,21:00,Granada CF,VS,CD Leganés
5,Lun 15-09-2025,20:30,Real Zaragoza,VS,Albacete BP
