Jornada,Fecha,Horario,Local,Resultado,Visitante
11,Dom 26-10-2025,--:--,Albacete BP,VS,Córdoba CF
11,Dom 26-10-2025,--:--,Burgos CF,VS,R. Sociedad B
11,Dom 26-10-2025,--:--,RC Deportivo,VS,Real Valladolid CF
11,Dom 26-10-2025,--:--,SD Eibar,VS,CD Leganés
11,Dom 26-10-2025,--:--,SD Huesca,VS,UD Las Palmas
11,Dom 26-10-2025,--:--,Real Sporting,VS,Real Zaragoza
11,Dom 26-10-2025,--:--,UD Almería,VS,CD Castellón
11,Dom 26-10-2025,--:--,CD Mirandés,VS,R. Racing Club
11,Dom 26-10-2025,--:--,Granada CF,VS,Cádiz CF
11,Dom 26-10-2025,--:--,Cultural y Deportiva Leonesa,VS,AD Ceuta FC
11,Dom 26-10-2025,--:--,Málaga CF,VS,FC Andorra
